DISTRICT
Chadiza
Chama
Chasefu
Chavuma
Chembe
Chibombo
Chienge
Chiengi
Chifunabuli
Chikankata
Chilanga
Chililabombwe
Chilubi
Chingola
Chinsali
Chipangali
Chipata
CHIPATA
Chipili
Chirundu
Chisamba
Chitambo
Choma
Chongwe
DISTRICT
Gwembe
Ikelenge
Isoka
Itezhi-Tezhi
Kabompo
Kabwe
Kafue
Kalabo
Kalomo
Kalulushi
Kalumbila
Kanchibeya
Kanchibiya
Kaoma
Kapiri Mposhi
Kaputa
kasama
Kasama
Kasempa
Kasenengwa
KASENENGWA
Katete
Kawambwa
Kazungula
Kitwe
Lavushimanda
Limulunga
Livingstone
Luampa
Luangwa
Luano
Luanshya
Lufwanyama
Lukulu
Lumezi
Lundazi
Lunga
Lunte
Lupososhi
Lusaka
Lusaka.1
Lusaka.2
Lusaka.3
Lusaka.4
Lusaka.5
Lusangazi
Luwingu
Mafinga
Mambwe
Mansa
Manyinga
Masaiti
Mazabuka
Ma�nga
Mbala
Milenge
Mitete
Mkushi
Mongu
Monze
Mpika
Mpongwe
Mporokoso
Mpulungu
Mufulira
Mufumbwe
Mulobezi
Mumbwa
Mungwi
Mushindamo
Mwandi
Mwansab-
Mwansabombwe
Mwense
Mwinilunga
MWINILUNGA
Nakonde
Nalolo
Namwala
Nchelenge
Ndola
Ngabwe
Nkeyema
Nsama
Nyimba
ombwe
Pemba
petauke
Petauke
Rufunsa
Samfya
Senanga
Senga Hill
Serenje
Sesheke
Shang’ombo
Shang’Ombo
Shangombo
Shibuyunji
Shiwang’andu
Shiwang’Andu
Shiwangandu
Siavonga
Sikongo
Sinazongwe
Sinda
Sioma
Solwezi
Vubwi
Zambezi
Zimba
